,Vth,Mobility,S-Slope,On/Off
0,6.362262077410939,9.013557432086852,0.39707773115525313,493493999.9999999
1,8.281487219585873,12.618806875939189,0.3297020920335285,404210389.61038923
7,6.920610597570086,12.95094293099646,0.32113063498550076,340218627.4509801
8,6.952090312788145,14.897788950239475,0.2780740135349298,365834444.4444443
13,7.3901649990968625,14.683957234486975,0.426579490297307,410817241.37931055
29,4.750058398597982,10.92310318632245,0.28285808258499046,1797555555.5555532
30,4.915080204183102,10.86556778748564,0.2565457028096425,1279308000.0000005
31,4.432258735110899,10.37326735712973,0.29063219479134617,1162407407.4074054
32,4.720767328635461,10.222616001373227,0.253356323442933,1268029166.6666656
33,4.439391430737675,9.421010718970754,0.19295745168588496,1139964000.0
34,5.202680580179209,12.105384193728685,0.3051837381519533,1600136363.6363614
35,4.222002835349905,11.470284849624994,0.17860524453569582,435761728.39506125
36,4.982559016453937,11.422881478320113,0.3141538676208242,823314634.1463412
37,4.855630207317354,11.24224572976269,0.2685058754348013,1045053124.9999994
38,4.691869434881518,10.240120684046804,0.2403994697656806,1023759999.9999996
39,5.318974763651166,11.624069246534956,0.3143532038312422,2074462499.999998
40,5.417559338052783,12.04503981876021,0.3243200143522067,1652619047.6190462
41,5.324431600543402,11.680228693170234,0.39647972252399555,1473952173.9130435
42,5.401177674225934,11.450152487833824,0.38392154126757916,1272853846.1538455
43,5.145132616992761,11.465913229508716,0.39687839494483157,1051396874.9999994
44,4.585346478239842,10.353153837191858,0.35740982528180965,917520588.2352939
45,5.030131606294294,12.027850795597738,0.2290373057717794,1600031818.181817
46,5.420104757160221,12.289905938918452,0.28365542742666605,1352930769.2307692
47,5.838791171553744,11.912593796662108,0.30697776404572963,1242151851.8518512
48,5.901625082651368,11.93386435636543,0.30059900531231065,1114876666.6666665
49,5.479464138458262,11.305749347317429,0.36159588570061985,4650700000.0
50,5.418380537864532,10.626636984267469,0.3436556267628781,3046799999.999999
51,5.694961899579685,12.349799973200765,0.27388795311612313,2700453846.1538453
52,5.7673269712390365,12.369305310009972,0.30338971225818057,1132235483.8709662
53,5.864107672472812,12.196321993573132,0.30657909162489005,1013135294.1176465
54,5.757811233868196,11.818033291088813,0.3007983415227322,959308571.4285712
55,5.898403185034876,11.72208373308112,0.31315718656872704,846894871.7948714
56,5.920261795821634,10.783028397125953,0.28465210847876676,947674999.9999998
57,5.424675865153734,11.721380155830786,0.3209312987750792,1412879166.666666
58,4.903311778681562,11.855963473901953,0.34066558360659016,454951948.0519475
59,3.731275805536729,14.055127821133791,0.2908315310017642,1048810256.4102552
60,5.450808330665009,10.876658837664856,0.31016714341243556,522739999.9999996
61,6.164023612236608,11.242927395475387,0.3017950225748258,918899999.9999993
62,3.0162034356271366,18.77103639585915,0.1018608035242643,1136244827.5862079
93,5.108701151339989,11.65269680559446,0.159668304545864,3367939999.9999995
96,8.434958908090838,17.361738783573095,0.1943528051588217,1277403448.2758636
97,6.891869470264897,13.36084866377128,0.19395413273798212,1397770833.333332
98,5.7400062530299,13.267496597882573,0.19833952936720678,1117766666.666665
99,6.061246310391972,13.951627367218412,0.1911634257921122,657252542.3728805
100,6.736051672769847,14.763530483927145,0.15548224412705736,677494827.5862079
102,6.579260570586019,12.468110016653519,0.20611364157355894,678918000.0000002
103,5.978379464762327,13.123551023738436,0.22465190914255828,561709090.9090903
104,6.574451671347514,13.277709596300298,0.20252558978600987,590133870.9677413
105,6.25908611915105,13.703315778047827,0.19554882242133687,826369565.2173907
106,6.318618549036554,13.634611300712583,0.1809972790607297,992452631.5789475
107,5.3991857849758915,12.83827652025958,0.21029970199236558,1376085185.1851838
108,5.742239537055202,12.90955846093637,0.2567450390200605,919437499.9999994
109,6.1178651733315235,13.221520883507521,0.20232625357559186,685025925.9259248
110,6.112036569399436,13.344133259418415,0.19873820178804635,648919298.2456138
111,6.370022525524149,13.492480987245296,0.19534948621091885,615358333.3333329
112,6.428430851419254,13.425248381357235,0.1937547965275641,644778947.3684208
113,5.7973322184627065,12.156812119569652,0.20132957252349826,663415384.6153842
114,6.321038839174417,13.077851732189174,0.22186120219668481,576312698.412698
115,6.2487763505385026,13.482296261443981,0.20591430536314093,584517187.4999998
116,6.258107473203019,13.59849335856086,0.202724925996435,597823809.5238088
